-0.17738,-0.04536,-0.9831,1
-0.17773,-0.04535,-0.98303,1
-0.17756,-0.04551,-0.98306,1
-0.17762,-0.04549,-0.98305,1
-0.17757,-0.04543,-0.98306,1
-0.17771,-0.04538,-0.98304,1
-0.17804,-0.04555,-0.98297,1
0.35067,-0.24369,-0.90424,1
0.357,-0.2278,-0.9059,1
0.34953,-0.21364,-0.91224,1
0.33303,-0.22032,-0.91682,1
-0.18862,-0.12479,-0.97409,1
-0.10427,0.08755,-0.99069,1
-0.10287,0.02118,-0.99447,1
-0.078,-0.06438,-0.99487,1
-0.07644,-0.46287,-0.88312,1
-0.05337,0.01076,-0.99852,1
-0.31151,-0.12246,-0.94232,1
-0.14111,-0.0499,-0.98874,1
0.09022,-0.15089,0.98443,2
-0.29427,-0.14608,0.94449,2
0.16193,-0.08253,0.98334,2
0.24154,0.0664,0.96812,2
0.06738,0.14095,0.98772,2
-0.27674,-0.16664,0.94639,2
0.1564,-0.10931,0.98163,2
0.43611,0.13694,0.88941,2
0.02567,-0.03488,0.99906,2
-0.52325,-0.17322,0.83439,2
-0.27477,-0.35241,0.8946,2
-0.05692,-0.4194,0.90602,2
0.10124,-0.41313,0.90502,2
0.38492,-0.28919,0.87647,2
0.54712,-0.19909,0.81304,2
0.34943,0.11552,0.92981,2
0.23524,0.1385,0.96202,2
0.01514,0.06417,0.99782,2
-0.03198,0.04811,0.99833,2
-0.14206,0.00879,0.98982,2
-0.29691,-0.06762,0.95251,2
-0.27775,-0.17664,0.94427,2
0.18487,0.00883,0.98272,2
0.47826,0.12817,0.86882,2
0.02562,-0.15769,0.98716,2
0.00021,-1,0.00069,3
0.01515,-0.99951,0.02726,3
0.0121,-0.98358,-0.18004,3
-0.00617,-0.99623,-0.08652,3
0.00997,-0.99941,0.03278,3
0.00675,-0.98961,0.14363,3
0.00348,-0.97227,0.23384,3
-0.19995,-0.97823,0.05557,3
0.00888,-0.99951,0.03001,3
0.15798,-0.98618,0.04994,3
0.18366,-0.98107,0.06134,3
-0.05695,-0.94555,-0.32046,3
0.03015,-0.94578,-0.32341,3
0.151,-0.87196,-0.46571,3
-0.06966,-0.89612,-0.43831,3
-0.01528,-0.99845,-0.05356,3
0.05703,-0.99644,0.06217,3
-0.18719,-0.92091,-0.34189,3
0.0536,-0.87044,-0.48935,3
-0.19117,-0.88128,-0.43221,3
0.01006,0.99852,-0.05349,4
0.00822,0.99847,-0.05465,4
-0.00355,0.99946,0.03261,4
0.25513,0.96645,-0.02978,4
0.35163,0.93455,-0.05449,4
0.36362,0.93062,-0.04164,4
0.10614,0.99429,-0.01106,4
-0.26337,0.96405,-0.03534,4
-0.3719,0.92775,-0.03132,4
-0.471,0.87988,-0.063,4
-0.49918,0.86439,-0.06045,4
-0.04823,0.94723,-0.3169,4
-0.03235,0.90572,-0.42265,4
-0.03048,0.90108,-0.43257,4
0.00054,0.92433,-0.3816,4
0.03775,0.99647,-0.07499,4
0.02442,0.99081,0.13302,4
0.01883,0.94284,0.33272,4
-0.02655,0.88797,0.45914,4
-0.04407,0.83781,0.54417,4
-0.05902,0.79758,0.60033,4
-0.03523,0.81531,0.57796,4
0.08663,0.82891,0.55263,4
0.30684,0.81877,0.48525,4
0.44104,0.79622,0.41415,4
0.30988,0.84,0.44539,4
0.02384,0.91441,0.40409,4
-0.18936,0.88769,0.41971,4
-0.28475,0.89863,0.33373,4
-0.33104,0.93651,0.11556,4
-0.21559,0.96785,-0.12955,4
-0.07993,0.85611,-0.51057,4
0.12974,0.97651,-0.17205,4
0.08179,0.95695,0.27848,4
-0.25752,0.91427,0.31271,4
0.99954,-0.02574,-0.01605,6
0.99911,-0.0291,0.03038,6
0.99881,-0.04019,-0.02762,6
0.99742,-0.0381,-0.06081,6
0.99738,-0.03477,-0.06348,6
0.96477,-0.04663,-0.25892,6
0.89739,-0.04576,-0.43886,6
0.98911,-0.03272,-0.14346,6
0.99808,-0.03654,0.04995,6
0.97143,-0.03886,0.23412,6
0.91632,-0.02047,0.39993,6
0.93769,-0.04634,0.34438,6
0.95669,-0.21098,0.20059,6
0.93774,-0.32529,0.1218,6
0.913,-0.40054,0.07741,6
0.89117,-0.45134,0.04592,6
0.89344,-0.44763,0.03741,6
0.97709,-0.21198,0.01909,6
0.99705,0.02214,0.07355,6
0.97598,0.19676,0.09349,6
0.95404,0.28078,0.10478,6
0.95167,0.28926,0.10318,6
0.96794,0.2349,0.08902,6
0.99334,0.11525,-0.0016,6
0.99206,0.01944,-0.12427,6
0.93723,-0.03896,-0.34653,6
0.88203,-0.09409,-0.46171,6
0.849,-0.10566,-0.51771,6
0.94188,-0.08527,-0.32496,6
0.99466,-0.08887,-0.05251,6
0.97434,-0.0821,0.20959,6
0.92439,-0.06242,0.37632,6
0.89276,-0.05346,0.44735,6
0.87704,-0.05,0.47781,6
0.92236,-0.04983,0.3831,6
0.97324,-0.21495,-0.08124,6
0.99491,-0.09465,0.0346,6
0.99244,-0.09882,0.07276,6
-0.90711,0.00613,-0.42086,5
-0.91922,-0.003,-0.39372,5
-0.7627,0.02163,-0.64639,5
-0.77541,0.03002,-0.63075,5
-0.9387,0.0027,-0.34471,5
-0.97192,-0.00143,-0.23531,5
-0.98981,-0.00695,-0.14225,5
-0.97605,0.00895,-0.21737,5
-0.94827,0.12476,-0.29193,5
-0.94406,0.22955,-0.23678,5
-0.94304,0.24875,-0.22089,5
-0.98358,-0.01909,-0.17945,5
-0.98093,-0.1168,-0.15534,5
-0.97408,-0.17939,-0.13777,5
-0.9694,-0.2138,-0.12063,5
-0.97292,-0.0459,-0.22655,5
-0.94747,0.11368,-0.29897,5
-0.90222,0.27136,-0.33522,5
-0.78852,0.30414,-0.53454,5
-0.76646,0.21219,-0.60623,5
-0.77835,-0.01869,-0.62755,5
-0.86374,-0.14444,-0.48279,5
-0.94225,-0.1559,-0.29641,5
-0.98286,-0.10518,-0.15137,5
-0.99978,0.0151,-0.01479,5
-0.99258,0.01993,0.11997,5
-0.98197,0.01272,0.18863,5
-0.99256,0.10287,-0.06515,5
-0.97309,0.02008,0.22953,5
-0.9634,0.006,0.268,5
-0.98637,0.07451,-0.14669,5
-0.91435,0.08565,-0.39576,5
-0.80311,0.12314,-0.58297,5
-0.60455,-0.02455,-0.79615,5
-0.73233,0.09774,-0.6739,5
-0.98095,0.04518,-0.18896,5
-0.9409,0.08227,-0.32853,5
-0.93144,0.0672,-0.35764,5
